Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,PPI,Cpu brand,HDD,SSD,Gpu brand,OS
Lenovo,2 in 1 Convertible,8,2.0,90522,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.8,60845,0,0,127.33567457123111,Intel Core i7,128,128,AMD,Windows
Lenovo,Notebook,4,2.2,23656,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Others/No OS/Linux
HP,Notebook,4,2.1,38468,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.18,35004,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.24,30103,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,42570,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,79866,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,24881,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,8,2.5,54239,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,46886,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,104370,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,82530,0,0,127.33567457123111,AMD Processor,256,256,AMD,Windows
Dell,Notebook,8,2.14,39164,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.36,133146,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,43263,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,37992,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,58554,0,0,127.33567457123111,Intel Core i7,128,128,AMD,Others/No OS/Linux
Acer,Notebook,8,2.2,39693,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,26053,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,45234,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,6,2.8,45767,0,0,106.11306214269258,Intel Core i7,128,128,Nvidia,Windows
Dell,Notebook,4,2.25,22803,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Lenovo,Gaming,8,2.5,44169,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,30849,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3.0,50669,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,35111,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,58448,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,52054,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,62817,0,1,141.21199808219862,Intel Core i7,256,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,35112,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,2,2.19,10602,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Asus,Gaming,8,3.0,63243,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,26053,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.0,97449,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,39373,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,69210,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,52161,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Dell,Workstation,16,3.42,153705,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,26586,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,78215,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,27119,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,113060,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,34578,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,29250,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
Asus,Gaming,8,2.5,67399,0,0,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,19180,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,16,1.28,105228,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,55571,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,43636,0,0,141.21199808219862,Intel Core i5,128,128,Nvidia,Windows
HP,Notebook,4,1.86,24988,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,53226,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,133146,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,111834,0,1,141.21199808219862,Intel Core i7,256,256,Nvidia,Windows
Acer,Notebook,8,2.23,24988,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,14652,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,44968,0,0,141.21199808219862,Intel Core i5,128,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,130482,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,24503,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,1.95,52214,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,25840,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,68837,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,31381,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,58288,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,48058,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,35111,0,0,100.45466986113651,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,15557,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,29250,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,55938,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,71128,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,140605,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,63882,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Toshiba,Notebook,8,2.0,50243,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,71075,0,0,157.3505121487356,Intel Core i7,256,256,Intel,Windows
Lenovo,Notebook,4,1.85,23922,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,53226,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,67559,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,55890,0,1,141.21199808219862,Intel Core i5,128,128,Nvidia,Windows
HP,Notebook,8,1.84,60952,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.0,14651,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2.0,60885,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,14646,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,12,2.2,47898,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,38148,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,111834,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,84129,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,60153,0,1,141.21199808219862,Intel Core i7,256,256,Nvidia,Windows
HP,Notebook,2,1.44,14865,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,85672,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,19980,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,35324,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,108020,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,69477,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,75071,0,0,127.33567457123111,Intel Core i7,128,128,Nvidia,Windows
HP,Workstation,8,2.6,92615,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,74751,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,51729,0,0,141.21199808219862,Intel Core i7,128,128,AMD,Windows
Lenovo,Notebook,4,2.2,17155,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Gaming,8,2.65,53226,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,29696,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,76030,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,23389,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2.0,50349,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,38308,0,0,106.11306214269258,Intel Core i5,128,128,Nvidia,Windows
HP,Notebook,8,1.86,34045,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,26586,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,20725,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,57808,0,0,127.33567457123111,Intel Core i5,128,128,AMD,Windows
Lenovo,Gaming,8,2.4,43103,0,1,141.21199808219862,Intel Core i5,128,128,Nvidia,Others/No OS/Linux
Dell,Notebook,8,2.33,47898,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,93240,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,58554,1,0,141.21199808219862,Intel Core i7,512,512,Nvidia,Windows
Acer,Notebook,4,2.1,22697,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,117162,0,1,127.33567457123111,AMD Processor,256,256,AMD,Windows
Lenovo,Notebook,4,2.6,26053,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,46300,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,26053,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,29463,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,16463,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,15238,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,45074,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Gaming,8,3.35,63456,0,1,127.33567457123111,Intel Core i7,128,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,21498,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Others/No OS/Linux
Asus,Gaming,8,2.3,88178,0,1,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,58554,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,93181,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,121584,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,29250,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,72940,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2.0,113752,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,133679,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.0,55357,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3.0,84768,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Acer,Notebook,12,2.2,36975,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,71874,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,41498,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
HP,Ultrabook,4,1.91,26586,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,65510,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,49976,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,144495,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,139860,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,16303,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,81465,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,60978,0,1,141.21199808219862,Intel Core i5,256,256,AMD,Windows
Acer,Notebook,8,2.5,46833,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
MSI,Gaming,16,2.8,119826,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,99793,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,93080,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,89510,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,21791,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,16221,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,102564,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,103523,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,24988,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,42038,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,49443,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,31909,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Others/No OS/Linux
Dell,Notebook,4,1.65,36709,0,0,117.82653006268643,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,79920,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,28768,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,64755,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,101178,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,23922,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,76030,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,31808,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
Dell,Gaming,16,4.42,149130,0,1,169.78089942830815,Intel Core i7,256,256,Nvidia,Windows
Dell,Gaming,8,2.62,61751,0,1,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Dell,Notebook,8,2.02,60867,0,0,141.21199808219862,Intel Core i7,256,256,AMD,Windows
Dell,Ultrabook,8,1.6,58554,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Others/No OS/Linux
HP,Gaming,12,3.35,106506,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,15930,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,14332,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.4,53812,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,31914,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,130269,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,130482,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,90309,0,0,127.33567457123111,AMD Processor,256,256,AMD,Windows
HP,Notebook,4,2.1,18488,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,117162,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Others/No OS/Linux
Lenovo,Ultrabook,24,1.32,126912,0,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.0,29783,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.8,27652,0,0,106.11306214269258,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,39906,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,76137,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,18594,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,58554,0,1,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Dell,Notebook,8,1.64,62817,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,23539,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux
Dell,Workstation,8,2.23,106187,0,0,141.21199808219862,Other Intel Processor,64,0,Nvidia,Windows
MSI,Gaming,8,2.2,54757,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,137941,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,31381,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,105228,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,81731,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,71661,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,52161,0,0,141.21199808219862,Intel Core i7,128,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,25521,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,109010,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,52693,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,95850,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,34093,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,28984,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,23176,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,39906,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,42570,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.67,111355,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2.0,16197,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,24988,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,40439,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,90522,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,98994,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,106506,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,61485,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,67932,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others/No OS/Linux
Dell,Ultrabook,8,1.42,98133,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,69210,0,1,282.42399616439724,Intel Core i7,128,128,Intel,Windows
Dell,Notebook,8,1.79,39427,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,128298,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,72673,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,35964,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,89084,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,67239,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,31254,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,38681,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,13261,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,30103,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,55890,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,124568,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,101178,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,95797,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Asus,Ultrabook,16,0.91,103896,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,2.3,53918,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,149130,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,1.99,71928,0,0,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Acer,Notebook,8,2.2,30849,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
Asus,Gaming,24,4.33,67612,1,1,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,58554,0,1,125.36742798669837,Intel Core i5,0,180,Intel,Windows
Lenovo,Notebook,8,2.17,47893,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.48,93186,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,8,1.4,50562,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,8,2.3,48538,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Netbook,4,1.2,18115,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,32979,0,0,100.45466986113651,Intel Core i5,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,85194,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.1,15930,0,0,111.93520355955211,Other Intel Processor,500,0,Intel,Windows
Lenovo,Netbook,4,1.25,14119,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.44,50562,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,65214,0,0,141.21199808219862,Intel Core i7,256,256,Intel,Windows
Acer,Notebook,4,2.2,32660,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
HP,Ultrabook,8,1.34,70489,0,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,8,2.4,61218,0,1,141.21199808219862,Intel Core i7,256,256,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.29,47898,1,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Acer,Notebook,4,2.2,34045,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,8,2.18,44542,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,16,2.2,64961,0,0,141.21199808219862,Intel Core i7,256,256,AMD,Windows
Xiaomi,Notebook,16,1.95,74589,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Asus,Netbook,2,1.1,13053,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,27783,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,24,2.24,158135,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,2.04,47365,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,16,3.0,80133,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Lenovo,Gaming,8,3.2,74538,0,1,141.21199808219862,Intel Core i7,256,256,Nvidia,Windows
